Gender,Attendance,Hours_Studied,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Physical_Activity,Learning_Disabilities,Exam_Score,Tutoring_Sessions,Motivation_Level,Teacher_Quality
Female,99,16,Medium,No,9,57,3,No,71,4,High,Medium
Female,98,20,Medium,Yes,7,96,3,No,70,1,Low,High
Female,68,23,Medium,No,6,60,3,No,64,1,Medium,Medium
Male,66,23,Low,No,6,53,1,No,63,2,Low,Medium
Male,70,9,Medium,Yes,8,70,3,No,63,1,Low,Medium
Female,81,26,Low,No,8,60,5,No,71,2,High,High
Female,83,22,High,Yes,8,53,2,No,65,0,Medium,Low
Male,69,28,High,No,7,88,2,No,68,2,Low,Medium
Male,90,23,High,Yes,5,78,3,No,70,1,High,Medium
Female,72,27,High,Yes,8,53,3,No,68,3,Medium,Low
Male,97,23,High,No,7,73,1,No,69,3,Medium,Medium
Male,86,28,Medium,Yes,7,52,5,No,70,0,Medium,Medium
Male,77,23,Medium,No,5,68,3,Yes,67,0,Low,High
Female,92,19,High,Yes,6,68,2,No,69,2,Medium,Medium
Female,93,34,Medium,No,6,91,3,No,73,2,Low,Medium
Male,72,25,Medium,Yes,8,87,3,No,68,3,Low,Low
Female,74,23,Medium,No,8,95,2,No,67,2,Medium,Medium
Female,97,12,High,Yes,7,57,4,No,67,0,Low,Medium
Male,67,12,High,Yes,8,77,3,No,64,2,Medium,High
Male,62,22,Medium,No,9,51,2,No,63,2,Medium,Medium
Female,78,21,High,No,8,91,5,No,67,1,Medium,Low
Male,92,16,High,Yes,8,68,2,No,70,1,Medium,High
Female,91,21,Medium,Yes,6,53,3,No,71,1,High,Medium
Male,97,30,High,Yes,6,66,2,No,74,1,High,Medium
Male,81,24,High,Yes,9,64,3,No,70,2,High,Low
Female,64,13,Low,No,6,88,2,No,59,1,Medium,Medium
Male,84,19,Medium,Yes,8,56,3,Yes,64,0,Medium,Medium
Female,91,15,Medium,No,10,78,3,No,67,2,Low,High
Male,64,18,Medium,Yes,8,90,3,No,63,1,Medium,Medium
Male,67,18,High,Yes,7,87,2,No,66,5,Medium,Low
Male,60,17,Medium,Yes,5,97,4,No,62,1,Medium,Medium
Male,84,12,Medium,No,7,50,3,No,65,3,Medium,High
Male,95,19,High,Yes,9,68,4,No,73,3,Medium,Medium
Male,87,17,High,Yes,7,68,2,No,70,1,High,High
Male,99,2,Low,Yes,9,52,4,No,62,0,Low,Medium
Female,63,32,High,No,8,91,5,Yes,68,2,Medium,Low
Male,96,27,Low,Yes,7,84,3,No,74,1,Medium,Medium
Female,93,18,Medium,No,7,76,4,No,96,2,Low,Medium
Male,73,20,High,No,5,70,2,No,66,1,High,High
Male,99,13,High,Yes,6,95,4,No,69,0,Medium,Medium
Female,72,30,High,Yes,6,63,3,No,70,1,Medium,Medium
Male,96,31,Low,Yes,8,67,3,No,73,2,Medium,Medium
Male,95,21,Low,No,7,98,2,No,69,1,Low,High
Male,90,26,High,Yes,9,53,4,No,71,1,Medium,Medium
Female,83,21,Low,Yes,7,89,2,No,65,0,Low,Low
Female,65,12,Low,Yes,6,86,3,No,62,1,Medium,Medium
Male,81,18,High,No,6,95,3,No,69,1,Low,Medium
Male,74,21,Medium,No,6,55,2,No,65,3,High,Medium
Female,92,17,Medium,No,7,99,2,No,68,1,Medium,Medium
Male,90,19,Low,Yes,6,51,3,Yes,65,1,High,Medium
Male,96,19,High,Yes,5,67,1,No,72,4,Medium,Medium
Male,61,20,High,Yes,9,54,4,No,67,2,Medium,Medium
Male,92,20,Low,No,7,53,2,No,68,2,Medium,High
Male,98,14,Medium,No,7,98,3,No,68,0,Medium,High
Female,92,16,Medium,No,6,86,3,Yes,66,2,Low,Medium
Male,65,12,High,Yes,5,75,2,No,62,0,High,Medium
Male,63,26,Medium,Yes,7,55,4,No,65,2,Medium,High
Female,61,7,High,Yes,4,76,5,No,60,1,High,Medium
Male,85,27,Medium,Yes,8,66,4,Yes,70,2,Medium,High
Male,85,28,Medium,Yes,6,64,1,No,68,1,Low,Medium
Male,99,18,High,Yes,7,81,3,No,72,1,Low,Medium
Female,76,4,Medium,Yes,8,90,2,No,63,2,Medium,Medium
Male,73,18,High,Yes,7,72,1,Yes,63,1,Low,Medium
Male,85,20,Medium,Yes,5,75,2,No,67,1,Low,Medium
Female,93,14,Low,Yes,9,83,2,No,68,4,Low,Medium
Female,97,17,Medium,No,5,56,3,No,69,2,Low,Medium
Female,92,29,Medium,Yes,4,91,4,No,75,1,Low,High
Male,77,24,Medium,No,8,92,3,No,67,0,High,Medium
Male,85,14,High,Yes,5,77,3,No,69,2,Medium,High
Male,94,10,Medium,No,9,59,2,No,65,0,Low,Medium
Male,80,18,High,Yes,8,75,4,No,65,2,Medium,Medium
Female,69,19,Medium,Yes,7,55,4,No,63,1,Low,Medium
Male,67,23,Medium,No,6,88,4,No,65,2,Medium,Medium
Female,60,17,Low,No,6,66,2,No,58,0,Medium,Medium
Male,89,23,High,Yes,6,66,3,No,70,0,Low,High
Male,64,32,Low,Yes,6,97,5,No,66,1,Medium,Low
Female,70,25,Low,No,9,71,2,No,63,2,Medium,Medium
Male,72,20,Low,Yes,6,89,3,No,62,1,Low,Medium
Female,82,19,Medium,Yes,8,82,3,No,69,2,High,Medium
Female,76,18,Medium,No,9,66,3,No,66,1,High,High
Male,87,27,Low,No,6,56,2,No,68,0,Medium,High
Male,62,16,Medium,Yes,8,90,2,No,62,2,Low,Medium
Male,65,20,Medium,No,6,88,4,Yes,64,0,Medium,High
Female,80,20,High,Yes,7,58,2,No,65,0,Low,Medium
Male,73,17,High,Yes,6,62,3,No,64,2,Low,Medium
Female,72,12,Medium,No,6,88,3,No,65,2,High,Medium
Male,63,22,Medium,Yes,7,99,4,No,65,3,Low,Medium
Female,96,20,Medium,Yes,5,92,3,No,70,0,Medium,Medium
Female,88,23,High,No,8,84,3,Yes,71,2,High,Medium
Male,65,17,Medium,Yes,5,96,3,No,65,2,Low,High
Male,63,27,Medium,No,5,64,4,No,67,1,Medium,High
Male,99,15,High,Yes,7,50,2,No,68,4,High,Medium
Male,87,30,High,Yes,6,66,4,No,73,1,Low,Medium
Male,77,10,High,No,8,99,4,Yes,64,0,Medium,High
Male,88,23,High,No,7,94,1,No,71,3,Low,Medium
Female,90,23,High,No,5,53,2,No,70,2,Medium,High
Female,91,15,High,No,8,75,1,No,68,4,Medium,Medium
Female,79,23,Medium,Yes,7,54,4,No,68,2,Medium,Medium
Male,77,28,High,Yes,7,89,3,Yes,68,3,Medium,Medium
Female,60,7,High,Yes,10,69,3,No,59,0,Low,Medium
Male,97,23,Medium,Yes,9,96,4,No,74,2,Medium,High
Male,84,5,Medium,Yes,7,53,3,No,62,1,Low,High
Male,68,14,Low,Yes,5,87,3,No,64,2,High,Medium
Male,97,30,High,No,5,70,2,No,76,0,Medium,Medium
Male,97,17,Medium,Yes,9,63,2,No,70,2,Medium,Medium
Male,100,13,Medium,No,6,76,5,No,69,0,Medium,Low
Female,95,19,Medium,Yes,7,74,2,No,69,0,High,High
Male,100,32,High,Yes,5,67,3,No,74,4,Medium,Medium
Female,70,9,Medium,No,8,82,2,No,62,2,Low,High
Male,94,14,Medium,No,9,83,3,No,70,2,High,High
Male,93,29,Medium,Yes,9,54,3,No,71,4,Medium,High
Male,69,31,Low,Yes,6,80,2,No,68,4,Low,Medium
Female,64,19,Low,Yes,8,86,3,No,66,3,Low,Medium
Male,99,13,Medium,No,7,54,3,No,67,3,High,Medium
Male,72,33,Medium,No,8,83,4,No,71,3,Low,High
Male,95,30,Medium,Yes,7,90,1,No,74,3,Medium,Medium
Male,60,24,Medium,Yes,6,92,2,No,65,3,Low,Medium
Female,61,15,Low,Yes,9,52,3,No,60,1,Medium,Medium
Male,79,20,High,Yes,7,85,2,No,69,2,Low,Medium
Male,70,19,Medium,Yes,6,90,3,No,65,2,Low,Medium
Female,88,22,Low,Yes,7,70,2,No,69,3,Medium,Medium
Male,83,29,Low,Yes,6,77,4,No,70,1,High,Medium
Female,63,25,Low,Yes,8,63,1,Yes,65,0,Medium,High
Female,67,14,Low,Yes,7,66,4,No,57,0,Low,Medium
Female,76,28,Medium,Yes,6,75,2,No,68,0,Low,High
Male,67,22,High,No,10,58,3,No,67,2,Medium,Low
Female,92,24,Medium,No,5,69,4,No,70,2,Medium,Medium
Male,77,29,Medium,Yes,8,65,3,No,68,1,Medium,Medium
Female,64,13,High,Yes,7,62,1,No,62,1,Medium,Medium
Male,79,20,Medium,Yes,5,74,5,No,67,1,Medium,Medium
Male,64,17,High,Yes,6,92,1,No,66,0,Medium,Medium
Female,65,11,Low,Yes,5,62,2,No,60,2,Medium,High
Male,70,22,Low,No,10,83,2,No,65,0,Low,Medium
Female,94,35,Medium,Yes,7,63,2,No,75,1,Medium,High
Female,97,9,Medium,Yes,7,57,5,No,67,4,Medium,High
Male,93,20,High,No,10,97,2,No,71,1,Medium,Medium
Male,73,24,Low,Yes,6,82,2,Yes,63,0,Medium,Medium
Male,71,21,Medium,Yes,9,55,1,No,67,2,Low,High
Female,82,19,Medium,No,8,82,4,No,68,2,Low,Medium
Male,89,12,Low,Yes,4,59,4,No,65,2,Low,High
Female,100,21,High,No,6,94,3,No,72,1,Medium,Medium
Female,65,15,Medium,No,8,62,4,No,61,1,Medium,Medium
Female,62,7,High,No,7,90,5,No,60,1,Medium,Low
Female,88,27,High,Yes,7,60,2,No,72,2,Medium,Medium
Female,93,26,Medium,Yes,6,78,3,No,72,2,Medium,Medium
Male,94,20,Medium,Yes,6,96,3,No,70,2,Medium,Medium
Male,87,21,Medium,No,7,65,3,Yes,67,2,High,Medium
Male,98,26,Medium,No,10,54,1,No,71,0,Medium,High
Female,80,21,Low,Yes,6,78,2,No,66,0,Medium,Medium
Female,97,25,High,No,6,59,2,No,72,0,Low,High
Female,99,18,Medium,Yes,7,86,4,No,70,1,Medium,Medium
Female,94,28,Low,Yes,5,80,2,No,71,2,Medium,Medium
Male,72,22,Low,Yes,8,67,4,No,64,2,High,Medium
Male,68,21,Medium,Yes,5,85,2,No,66,3,Medium,Medium
Male,82,12,Low,No,5,62,4,No,64,2,Low,Medium
Male,78,22,Medium,Yes,5,96,3,No,67,0,Medium,Medium
Female,95,15,Low,No,5,67,3,No,67,3,High,Medium
Male,64,16,Low,No,9,88,3,No,64,1,Medium,High
Female,70,15,Medium,No,8,63,4,No,61,0,Low,Medium
Female,90,14,High,Yes,8,86,2,No,99,4,Medium,Medium
Male,64,33,Medium,No,8,52,4,No,67,3,Low,Medium
Male,73,28,High,Yes,7,65,3,No,72,3,High,High
Male,75,32,Low,No,7,55,4,No,66,1,Medium,Medium
Male,85,13,High,Yes,9,73,2,No,68,3,High,High
Female,66,20,Low,No,9,72,1,No,64,1,Low,High
Male,94,12,High,No,5,68,2,No,69,1,High,Medium
Female,78,16,High,No,10,99,4,No,65,0,Low,Medium
Female,97,14,High,No,5,62,4,Yes,66,1,Medium,Medium
Male,79,27,High,Yes,6,90,4,No,73,3,Low,High
Female,71,18,Medium,Yes,7,72,4,No,63,0,Low,Medium
Female,66,26,Medium,Yes,7,67,4,No,66,3,High,Medium
Female,60,24,Medium,Yes,10,60,2,No,65,3,Low,High
Male,81,34,Medium,Yes,9,82,2,No,71,1,Low,High
Male,64,11,Low,Yes,8,67,2,Yes,58,1,High,Medium
Male,76,28,Medium,No,9,91,3,No,68,0,Medium,High
Male,84,27,Medium,No,8,98,4,No,69,0,Medium,Medium
Female,71,14,Low,Yes,6,61,3,No,63,0,Low,Medium
Female,67,26,Medium,Yes,8,56,5,No,66,1,Medium,Medium
Female,91,22,Medium,Yes,7,66,3,No,69,0,Medium,High
Male,98,19,Low,Yes,6,73,3,No,69,3,Medium,Medium
Male,64,15,Medium,No,9,65,2,No,63,2,Medium,Medium
Female,66,16,High,Yes,7,99,3,No,65,1,Medium,Medium
Male,98,32,High,No,5,89,3,No,76,2,Medium,Low
Male,62,20,Medium,Yes,6,98,3,No,67,0,High,High
Male,99,25,Medium,No,8,69,3,No,70,1,Medium,High
Male,60,15,Low,No,9,65,5,No,60,1,Medium,High
Female,95,15,Low,No,8,70,3,Yes,68,2,Medium,High
Male,72,26,Medium,Yes,8,76,3,No,68,1,Medium,Medium
Female,98,12,High,Yes,6,87,3,No,70,2,Medium,Medium
Female,73,18,High,Yes,7,94,3,No,68,1,High,Medium
Male,86,20,High,No,7,73,3,Yes,69,3,Medium,Low
Female,63,21,Medium,Yes,7,64,3,No,62,0,Medium,Medium
Male,70,19,Low,No,7,66,4,No,64,1,Medium,Low
Female,91,22,Medium,No,6,85,2,No,71,2,Low,Medium
Male,81,24,Medium,Yes,8,78,2,No,68,1,Medium,Medium
Female,97,24,Medium,No,5,74,5,No,72,0,High,Low
Male,77,14,Medium,Yes,5,60,3,No,64,1,Low,High
Female,95,18,High,Yes,6,94,3,No,73,6,Medium,High
Female,78,27,High,No,8,89,3,No,69,0,Low,Medium
Male,99,25,Medium,No,8,57,3,No,70,1,Medium,Low
Female,98,12,High,No,4,68,2,No,69,3,Medium,High
Male,73,22,Low,No,8,77,3,No,64,1,Medium,Medium
Male,95,8,Medium,No,7,73,2,No,66,2,Low,Medium
Female,94,20,Medium,Yes,6,70,2,No,69,1,High,Medium
Female,68,31,Medium,No,7,86,3,No,68,1,Low,Medium
Male,85,14,Low,Yes,5,53,3,No,65,4,Medium,Medium
Male,63,15,Low,Yes,7,74,2,No,62,4,Medium,Medium
Female,93,25,High,Yes,5,63,2,No,75,2,Medium,Medium
Female,67,11,Medium,Yes,6,54,3,No,60,0,Low,Medium
Male,63,16,High,Yes,6,73,4,No,63,0,Medium,Medium
Male,76,24,Low,Yes,8,59,4,No,66,2,Medium,Medium
Female,83,16,Medium,Yes,7,63,3,No,67,0,Medium,Medium
Female,94,19,Medium,Yes,8,75,3,No,68,1,Medium,Medium
Female,99,24,Medium,Yes,5,99,3,No,72,0,Medium,Medium
Male,78,23,Medium,No,7,84,3,No,66,0,High,Medium
Female,62,22,Medium,Yes,8,64,3,No,63,0,Medium,Medium
Female,90,18,High,Yes,9,69,3,No,71,1,Medium,High
Male,83,22,Medium,Yes,5,70,3,No,67,2,High,Medium
Male,78,19,Medium,Yes,6,58,3,No,66,1,Medium,Medium
Female,72,23,Medium,No,8,58,2,No,66,2,Medium,High
Male,80,17,High,No,9,57,2,No,68,4,Medium,Medium
Female,74,19,Medium,No,7,76,3,No,66,1,High,Medium
Female,90,14,Medium,Yes,5,84,3,No,68,0,Medium,Medium
Female,82,20,Medium,Yes,5,80,1,Yes,68,3,Medium,Medium
Female,95,15,Medium,Yes,7,99,2,No,68,0,Low,High
Male,82,13,High,No,8,56,3,No,66,2,Low,High
Male,70,22,Low,No,7,99,2,No,66,1,Medium,High
Female,94,21,High,No,5,73,3,No,70,0,Low,High
Male,82,25,Medium,Yes,9,61,2,No,68,1,Low,Medium
Male,68,17,Medium,Yes,6,97,3,No,65,2,High,Low
Male,85,22,High,Yes,8,73,3,No,70,1,High,Medium
Male,74,23,Medium,No,4,67,5,No,66,3,Medium,Medium
Female,94,23,High,Yes,9,61,1,Yes,68,0,Medium,Medium
Male,78,15,Medium,Yes,6,63,2,Yes,64,1,High,Medium
Male,89,21,Medium,No,9,99,3,No,69,0,Medium,Medium
Female,64,22,Medium,No,8,65,4,No,65,2,Low,Medium
Female,76,20,High,Yes,5,99,3,No,69,3,Low,High
Female,99,7,High,Yes,7,67,4,No,66,1,Low,High
Female,92,21,Low,No,9,62,2,No,68,1,Medium,Low
Female,66,33,Medium,Yes,6,59,2,No,70,3,Medium,Medium
Female,71,18,Medium,No,9,71,3,No,65,1,Medium,High
Female,73,16,Medium,Yes,8,62,2,No,65,0,Medium,High
Female,86,22,Low,No,9,85,3,No,68,1,Medium,Medium
Male,90,22,Medium,No,7,62,3,No,67,0,Low,Medium
Female,90,27,High,No,7,92,3,No,72,0,Medium,Medium
Male,80,12,High,Yes,10,92,3,No,70,1,High,High
Male,92,24,High,Yes,8,64,3,No,72,1,High,High
Male,77,24,High,Yes,7,88,5,No,71,1,Low,Medium
Male,65,19,Medium,No,8,93,4,No,64,1,Low,High
Female,83,22,High,Yes,6,80,5,No,69,2,Medium,Medium
Female,98,26,Medium,Yes,7,68,1,No,73,4,Medium,Medium
Female,92,25,High,Yes,9,72,5,No,70,1,Medium,Medium
Female,83,13,Medium,No,7,89,4,No,68,1,Medium,Medium
Male,86,25,Medium,No,6,65,5,No,71,2,Medium,High
Female,97,20,High,No,6,67,3,No,71,1,Low,High
Male,77,20,High,Yes,7,58,3,No,66,0,High,Medium
Female,73,20,High,No,6,70,4,No,68,3,Low,High
Male,99,19,High,Yes,5,54,2,No,70,0,Low,Medium
Male,95,27,Medium,No,5,66,4,No,72,3,Low,Medium
Female,73,19,High,Yes,9,69,4,No,66,1,High,Low
Female,79,13,High,Yes,7,63,2,No,65,3,Low,Medium
Female,77,18,High,Yes,7,55,3,Yes,66,3,High,Medium
Female,66,21,Medium,Yes,6,76,1,No,65,3,Low,Medium
Male,98,27,Low,Yes,6,93,4,No,72,0,Low,Medium
Female,76,24,Medium,Yes,6,67,3,No,68,2,Medium,Medium
Female,95,15,Medium,Yes,7,62,3,No,68,0,High,Medium
Male,68,35,High,Yes,5,64,4,Yes,67,0,Medium,Low
Male,82,22,Medium,Yes,9,93,2,No,68,2,Low,Medium
Male,61,28,Medium,No,7,76,4,No,67,1,High,High
Female,91,19,High,No,7,57,3,No,69,3,Low,High
Male,83,23,Low,No,8,85,2,Yes,65,2,Medium,Medium
Male,85,25,Medium,No,8,58,4,No,70,2,Medium,High
Male,62,27,Medium,No,6,53,2,No,64,1,Low,Medium
Male,68,26,Medium,No,8,63,3,No,66,2,Medium,High
Female,63,25,Medium,No,8,58,1,No,64,1,Medium,Medium
Female,72,18,High,Yes,7,80,2,Yes,66,1,High,High
Male,85,17,Medium,Yes,9,74,2,No,67,1,Medium,Medium
Male,83,22,Low,Yes,8,86,4,No,68,3,Medium,Low
Male,84,26,Medium,No,8,76,2,No,71,5,Medium,High
Female,82,19,Low,No,9,71,3,No,67,1,Medium,High
Male,71,26,Medium,Yes,7,76,2,No,69,3,Medium,Medium
Male,70,29,Low,Yes,7,72,4,No,67,1,Low,Medium
Female,65,15,High,Yes,8,52,3,Yes,61,4,Medium,Medium
Male,94,15,Medium,No,7,84,2,No,68,0,Medium,High
Female,85,19,Low,Yes,8,98,4,No,67,2,Medium,Low
Male,67,22,Medium,Yes,6,71,4,No,64,1,Low,High
Female,67,17,Medium,Yes,4,71,2,No,63,3,Medium,High
Male,95,28,Medium,No,8,52,4,No,72,3,High,High
Male,90,23,Medium,No,5,95,2,No,69,2,Low,Medium
Male,86,20,High,No,6,96,2,Yes,66,1,Medium,Low
Female,76,11,Medium,Yes,8,91,3,Yes,64,1,Low,High
Female,70,12,Medium,Yes,8,55,4,No,61,2,Medium,High
Male,99,22,High,Yes,9,95,4,Yes,71,2,Medium,Low
Female,92,7,Medium,Yes,4,51,1,No,63,0,Medium,Medium
Female,72,26,Low,No,7,72,4,No,65,2,Low,Low
Female,94,19,Low,Yes,7,75,5,No,71,2,Medium,Medium
Female,90,39,High,No,8,92,1,No,78,2,High,High
Male,72,34,High,Yes,9,88,3,No,73,1,Low,Medium
Female,77,19,Medium,No,5,90,3,No,65,1,Low,High
Male,67,19,Medium,Yes,7,93,4,No,66,0,High,Medium
Male,64,26,Low,Yes,8,74,2,No,66,3,Low,High
Male,89,30,Medium,No,6,89,3,No,74,3,Medium,Medium
Female,71,10,Low,No,10,53,3,No,62,4,Low,Medium
Female,93,9,Low,Yes,6,72,2,No,66,1,Low,Medium
Female,100,16,High,No,7,52,4,No,71,4,Medium,Medium
Female,63,23,Medium,Yes,5,96,2,No,67,2,Medium,Medium
Female,79,23,Low,Yes,7,98,4,No,69,0,Low,High
Male,92,26,High,No,4,54,4,No,72,2,Medium,Medium
Male,92,13,High,Yes,7,77,4,No,72,2,Medium,Medium
Male,90,6,Medium,Yes,9,66,2,No,65,2,Medium,High
Male,74,25,High,No,5,67,5,No,71,1,High,Medium
Male,78,15,Medium,No,5,73,1,Yes,64,0,Medium,High
Male,84,8,Low,Yes,9,56,2,No,61,1,Low,Medium
Female,99,21,Low,Yes,9,59,2,No,69,1,Low,High
Female,73,25,Medium,Yes,5,79,5,No,65,1,Medium,Medium
Female,97,19,Low,Yes,10,51,4,No,69,3,High,High
Female,71,17,Medium,No,8,80,3,No,64,2,Low,Low
Male,100,19,Low,Yes,9,66,4,Yes,69,1,High,Medium
Female,87,18,Medium,Yes,6,92,4,No,68,1,Low,Medium
Male,79,12,Low,No,9,80,2,No,63,1,Low,Medium
Male,85,16,Medium,No,7,85,2,No,66,1,High,High
Female,71,23,Medium,No,7,56,4,No,65,1,Low,Medium
Male,71,22,Medium,Yes,8,63,2,No,66,2,Medium,High
Male,65,21,Medium,No,6,100,4,No,67,3,Medium,Medium
Male,65,14,High,Yes,5,72,2,No,62,3,Low,High
Female,74,19,High,Yes,7,68,2,No,66,2,Medium,High
Female,91,7,Medium,No,7,94,3,No,68,3,High,Medium
Male,84,21,Medium,Yes,6,52,5,No,68,2,Medium,High
Female,64,29,Medium,No,9,77,2,No,63,0,Medium,High
Male,94,11,Low,Yes,10,61,3,No,66,1,Medium,Low
Male,84,16,Low,No,6,68,3,No,65,3,Low,Medium
Male,98,22,Medium,Yes,7,60,1,No,72,1,Medium,Medium
Female,87,28,Medium,No,6,52,3,No,70,4,Medium,Low
Male,67,17,Low,No,10,71,3,No,63,1,Medium,Medium
Male,79,16,Medium,No,8,89,4,No,65,0,Medium,High
Male,86,8,Low,Yes,8,98,1,No,65,1,Low,Medium
Male,61,21,High,No,9,81,3,No,66,1,Medium,Medium
Female,61,32,Medium,Yes,7,69,3,No,68,0,High,Medium
Male,65,22,Low,Yes,7,88,4,No,64,2,Low,Medium
Male,70,20,Medium,No,9,75,4,No,66,3,Low,Medium
Male,77,22,Medium,Yes,8,68,4,No,68,3,Medium,High
Male,79,20,Medium,Yes,6,59,2,No,64,0,Medium,Medium
Female,66,15,Medium,No,6,90,3,No,62,2,Low,Medium
Male,87,25,Medium,Yes,6,75,2,Yes,67,0,Medium,Medium
Male,84,21,High,No,9,98,3,No,67,1,Medium,Medium
Male,72,20,Medium,No,9,90,2,No,65,1,Low,Medium
Male,61,14,Medium,Yes,10,71,4,No,59,2,Medium,Medium
Female,63,28,High,Yes,6,87,2,No,66,0,Low,Medium
Female,76,24,Low,No,7,73,2,No,68,4,Medium,Medium
Female,66,17,Medium,No,6,54,3,Yes,63,2,Medium,Low
Male,75,26,Low,Yes,7,76,3,No,68,2,Medium,Medium
Female,85,17,Low,Yes,8,93,3,No,68,2,Low,High
Female,82,15,Medium,Yes,7,93,2,No,66,3,Medium,High
Female,69,15,Low,No,9,79,2,No,63,1,Low,Medium
Female,74,9,Low,No,6,69,2,No,61,3,Low,Medium
Female,85,23,Medium,Yes,8,51,4,No,68,0,Low,Low
Male,94,9,Low,No,6,66,3,No,66,0,Low,High
Male,90,13,High,No,4,99,4,Yes,69,1,High,Medium
Female,82,8,High,Yes,5,86,3,No,64,0,Medium,Medium
Male,74,19,Medium,No,7,86,3,No,68,1,High,Medium
Female,75,19,High,No,10,88,2,No,66,0,Low,High
Female,95,18,Medium,No,6,81,3,Yes,68,0,Medium,Medium
Female,62,14,High,Yes,7,79,2,No,62,2,Low,Medium
Male,100,13,Low,Yes,8,73,3,No,68,1,Low,Medium
Male,87,23,High,No,6,72,3,No,69,1,Medium,High
Male,87,17,High,Yes,6,94,3,No,70,2,Medium,Medium
Female,62,22,Medium,Yes,7,70,2,No,65,4,Low,Medium
Female,84,15,Medium,Yes,6,92,3,No,68,3,Medium,Medium
Female,79,21,High,No,4,92,2,No,67,0,Low,Medium
Male,64,28,Medium,Yes,6,89,4,No,64,0,Medium,Low
Female,71,24,Medium,No,8,52,3,No,63,2,Medium,Medium
Female,96,18,Low,Yes,8,57,2,No,67,1,Medium,Medium
Male,82,22,Low,No,9,66,3,No,66,1,Medium,High
Female,77,19,Low,Yes,9,92,4,No,67,2,Medium,Medium
Female,63,20,Medium,Yes,6,94,3,No,63,2,Medium,Medium
Female,89,18,Medium,Yes,6,52,3,No,69,3,Medium,High
Female,88,19,High,No,6,66,2,No,70,3,Medium,Medium
Male,85,21,Medium,Yes,7,93,4,No,70,0,Medium,Medium
Male,80,14,Medium,No,6,62,2,No,65,0,Medium,Medium
Female,77,14,Low,No,7,99,2,No,64,2,Low,Medium
Female,84,12,High,Yes,6,74,3,No,67,1,High,High
Female,69,10,Medium,No,8,97,3,No,61,1,Medium,Medium
Female,98,13,High,Yes,6,71,1,No,70,1,Medium,High
Male,84,21,Low,No,6,66,4,Yes,68,2,High,Medium
Female,72,15,Medium,Yes,8,68,2,No,64,0,High,Medium
Male,78,23,Medium,No,8,94,2,Yes,68,1,Medium,Medium
Male,92,20,Low,No,7,67,5,No,68,1,Low,Medium
Male,66,8,High,Yes,8,83,4,No,63,0,Medium,Medium
Female,72,24,Medium,Yes,8,73,2,No,65,1,Low,Medium
Female,87,25,Medium,Yes,10,97,3,Yes,69,4,Medium,Low
Male,73,14,High,No,8,58,2,No,63,2,Medium,High
Male,92,23,Medium,Yes,10,71,3,No,69,1,Medium,Medium
Female,65,15,Low,Yes,7,56,3,Yes,61,3,Medium,Medium
Female,91,21,High,Yes,9,79,3,No,69,2,Medium,Medium
Female,63,12,Medium,No,9,70,3,No,62,1,Low,Low
Male,61,9,High,Yes,7,53,2,Yes,58,0,Medium,Medium
Male,96,18,High,Yes,6,92,3,No,71,2,Medium,Medium
Male,83,19,Low,No,6,69,2,No,69,5,Medium,Medium
Male,74,18,Medium,No,8,75,3,No,68,1,High,High
Male,69,13,Low,No,5,70,2,No,61,0,Medium,High
Male,85,18,Medium,Yes,6,74,2,No,67,3,Medium,Medium
Male,80,22,High,Yes,9,51,3,No,68,2,Medium,Medium
Male,100,20,Medium,Yes,8,91,3,No,72,3,Medium,Medium
Female,99,21,Low,Yes,4,67,4,No,71,1,Medium,Medium
Male,85,16,Medium,Yes,5,86,2,No,67,3,Low,Medium
Male,78,27,Medium,No,10,53,4,Yes,68,3,Medium,Medium
Female,80,13,Medium,No,9,76,2,No,64,0,Medium,Medium
Female,87,23,High,No,6,95,0,No,73,3,High,Medium
Female,64,27,Medium,Yes,5,70,4,No,65,0,Medium,High
Female,73,23,High,No,5,60,2,No,67,1,High,Medium
Female,63,19,Medium,Yes,8,55,4,No,63,0,Low,Medium
Female,63,17,Medium,Yes,10,93,2,Yes,63,0,Medium,Medium
Female,68,26,Medium,Yes,10,62,2,No,69,4,High,Medium
Female,79,11,High,Yes,5,99,3,No,68,1,Medium,Low
Male,91,14,Medium,Yes,7,62,2,No,68,2,Medium,High
Male,79,18,High,Yes,6,74,4,No,69,3,Medium,Medium
Female,73,27,High,Yes,7,73,3,No,73,5,High,High
Male,63,22,High,Yes,5,53,2,No,66,3,High,High
Female,82,14,Medium,Yes,6,77,3,No,68,3,Medium,Medium
Male,71,18,Medium,No,6,84,2,No,65,2,Medium,Low
Male,85,16,Medium,No,8,87,3,No,67,4,High,Medium
Female,99,16,Medium,No,6,76,4,No,70,2,Low,Medium
Male,64,26,High,No,6,91,4,No,66,1,Medium,Medium
Female,68,12,High,No,8,88,3,No,64,3,High,Medium
Female,79,30,High,No,9,60,3,No,69,1,Medium,Medium
Female,99,25,Medium,No,10,70,5,No,71,1,Medium,Medium
Male,91,27,Low,No,8,57,4,No,68,0,Medium,Low
Female,96,17,Medium,No,7,57,3,No,68,2,Low,Medium
Female,73,19,Medium,Yes,9,86,3,No,66,0,High,High
Female,100,11,High,No,9,77,3,No,70,2,Medium,High
